,Date,Crude_OK_WTI_Spot_Price_FOB_Per_Barrel,Crude_EuropeBrent_Spot_Price_FOB_Per_Barrel,ConvenGasoline_NY_Harbor_Reg_Spot_Price_FOB,ConvenGasoline_US_GulfCoast_Reg_Spot_Price_FOB,RBOBGasoline_LA_Reformulated_Reg_Spot_Price,HeatingOil_NY_Harbor2_Spot_Price_FOB,DieselFuelUltraLowSulfer2_NY_Harbor_Spot_Price,DieselFuelUltraLowSulfer2_US_GulfCoast_Spot_Price,DieselFuelUltraLowSulfer_CARB_LA_Spot_Price,KeroseneJetFuel_US_GulfCoast_Spot_Price_FOB,Propane_TX_MontBelvieu_Spot_Price_FOB
315,4/15/2012,2.46,2.851190476,3.206,3.101,3.25,3.15,3.242,3.217,3.252,3.226,1.196
316,5/15/2012,2.253809524,2.627142857,2.877,2.78,3.234,2.913,2.987,2.947,3.007,2.974,0.954
317,6/15/2012,1.95952381,2.265714286,2.602,2.516,2.626,2.619,2.71,2.667,2.654,2.678,0.788
318,7/15/2012,2.092857143,2.443333333,2.747,2.645,2.819,2.813,2.921,2.879,2.854,2.892,0.874
319,8/15/2012,2.241190476,2.699047619,3.022,2.968,3.129,3.045,3.179,3.143,3.225,3.156,0.901
320,9/15/2012,2.250238095,2.687142857,3.27,3.034,3.162,3.134,3.229,3.186,3.299,3.191,0.91
321,10/15/2012,2.130714286,2.659761905,2.975,2.778,3.135,3.14,3.236,3.157,3.226,3.111,0.962
322,11/15/2012,2.060238095,2.596666667,2.817,2.522,2.792,3.009,3.18,2.997,3.071,2.96,0.89
323,12/15/2012,2.091904762,2.606904762,2.727,2.475,2.615,2.995,3.07,2.96,2.971,2.94,0.797
324,1/15/2013,2.256190476,2.68952381,2.852,2.669,2.9,3.068,3.103,3.044,3.114,3.091,0.838
325,2/15/2013,2.269285714,2.763095238,3.053,2.922,3.332,3.168,3.237,3.2,3.259,3.218,0.862
326,3/15/2013,2.212857143,2.582619048,2.914,2.901,3.029,2.943,3.037,3.007,3.02,2.969,0.895
327,4/15/2013,2.190952381,2.43452381,2.706,2.685,2.906,2.742,2.9,2.879,2.908,2.808,0.939
328,5/15/2013,2.250238095,2.441904762,2.742,2.708,2.999,2.739,2.888,2.843,2.846,2.725,0.932
329,6/15/2013,2.280238095,2.45047619,2.74,2.688,3.021,2.752,2.891,2.861,2.914,2.769,0.863
330,7/15/2013,2.492142857,2.569761905,2.924,2.853,3.047,2.885,3.018,2.981,3.043,2.894,0.92
331,8/15/2013,2.537380952,2.64952381,2.933,2.861,2.825,2.958,3.068,3.04,3.103,3.003,1.061
332,9/15/2013,2.530714286,2.657142857,2.797,2.604,2.907,2.961,3.048,3.014,3.062,2.934,1.107
333,10/15/2013,2.393809524,2.597142857,2.685,2.49,2.761,2.94,2.995,2.935,2.972,2.885,1.136
334,11/15/2013,2.234761905,2.566428571,2.673,2.451,2.651,2.923,2.938,2.857,2.91,2.83,1.181
335,12/15/2013,2.32452381,2.637142857,2.736,2.52,2.685,3.032,3.045,2.953,3.002,2.955,1.275
336,1/15/2014,2.252857143,2.574285714,2.672,2.548,2.628,3.063,3.117,2.913,2.927,2.921,1.395
337,2/15/2014,2.40047619,2.592857143,2.795,2.695,2.869,3.061,3.227,2.973,3.022,2.965,1.443
338,3/15/2014,2.4,2.559047619,2.753,2.714,2.894,2.912,2.993,2.917,2.899,2.89,1.064
339,4/15/2014,2.430238095,2.565714286,2.896,2.801,3.169,2.888,2.958,2.932,2.998,2.888,1.101
340,5/15/2014,2.432857143,2.608095238,2.862,2.762,3.036,2.86,2.936,2.904,3.016,2.868,1.043
341,6/15/2014,2.518809524,2.661904762,2.896,2.849,3.116,2.882,2.962,2.921,3.006,2.883,1.046
342,7/15/2014,2.466428571,2.542142857,2.802,2.713,2.908,2.776,2.879,2.842,2.935,2.817,1.036
343,8/15/2014,2.298571429,2.419285714,2.705,2.631,2.808,2.753,2.85,2.821,2.949,2.839,1.018
344,9/15/2014,2.219285714,2.311666667,2.721,2.605,2.719,2.633,2.74,2.709,2.796,2.729,1.062
345,10/15/2014,2.00952381,2.081666667,2.398,2.179,2.338,2.424,2.532,2.5,2.577,2.46,0.936
346,11/15/2014,1.80452381,1.891428571,2.165,1.937,2.024,2.249,2.43,2.314,2.408,2.297,0.802
347,12/15/2014,1.411666667,1.484285714,1.683,1.423,1.508,1.856,2.034,1.784,1.896,1.801,0.558
348,1/15/2015,1.124285714,1.137142857,1.364,1.271,1.301,1.616,1.678,1.531,1.559,1.496,0.478
349,2/15/2015,1.204285714,1.383333333,1.607,1.603,1.942,1.873,1.991,1.824,1.951,1.766,0.573
350,3/15/2015,1.138571429,1.330714286,1.644,1.678,2.017,1.632,1.856,1.711,1.725,1.629,0.542
351,4/15/2015,1.296428571,1.417142857,1.793,1.734,2.154,1.722,1.843,1.776,1.812,1.702,0.548
352,5/15/2015,1.411190476,1.525714286,1.938,1.884,2.472,1.832,1.965,1.917,2.04,1.849,0.47
353,6/15/2015,1.424285714,1.463809524,2.005,1.945,2.187,1.762,1.888,1.802,1.896,1.732,0.369
354,7/15/2015,1.211904762,1.346666667,1.86,1.86,2.663,1.557,1.684,1.624,1.716,1.549,0.409
355,8/15/2015,1.020714286,1.107619048,1.62,1.574,2.075,1.387,1.516,1.463,1.519,1.389,0.374
356,9/15/2015,1.082857143,1.133809524,1.46,1.353,1.715,1.423,1.516,1.444,1.502,1.395,0.453
357,10/15/2015,1.10047619,1.153095238,1.397,1.307,1.669,1.404,1.472,1.418,1.553,1.391,0.451
358,11/15/2015,1.01047619,1.054047619,1.377,1.246,1.507,1.316,1.413,1.351,1.438,1.326,0.43
359,12/15/2015,0.88547619,0.905,1.276,1.181,1.647,1.037,1.138,1.089,1.213,1.082,0.387
360,1/15/2016,0.754285714,0.730952381,1.121,1.021,1.32,0.939,0.979,0.958,1.036,0.93,0.336
361,2/15/2016,0.721904762,0.766190476,1.058,0.936,0.97,0.972,1.036,0.999,1.033,0.973,0.375
362,3/15/2016,0.894047619,0.909761905,1.201,1.214,1.528,1.132,1.19,1.127,1.19,1.069,0.452
363,4/15/2016,0.970238095,0.99,1.448,1.337,1.551,1.188,1.247,1.199,1.296,1.147,0.457
364,5/15/2016,1.112142857,1.112857143,1.566,1.434,1.53,1.356,1.423,1.378,1.458,1.299,0.516
365,6/15/2016,1.160952381,1.148809524,1.506,1.487,1.642,1.416,1.491,1.46,1.547,1.382,0.507
366,7/15/2016,1.063095238,1.070238095,1.354,1.358,1.412,1.292,1.37,1.343,1.4,1.272,0.478
367,8/15/2016,1.064761905,1.091428571,1.379,1.429,1.388,1.325,1.399,1.379,1.4,1.295,0.449
368,9/15/2016,1.075714286,1.108809524,1.438,1.393,1.552,1.351,1.418,1.4,1.455,1.319,0.495
369,10/15/2016,1.185238095,1.179047619,1.522,1.489,1.619,1.488,1.559,1.544,1.63,1.457,0.573
370,11/15/2016,1.087142857,1.065,1.462,1.317,1.434,1.39,1.463,1.427,1.539,1.356,0.538
371,12/15/2016,1.237380952,1.268809524,1.634,1.566,1.5,1.553,1.642,1.596,1.656,1.491,0.637
372,1/15/2017,1.25,1.29952381,1.62,1.593,1.612,1.551,1.623,1.593,1.671,1.514,0.747
373,2/15/2017,1.273095238,1.306428571,1.547,1.543,1.756,1.562,1.624,1.608,1.67,1.547,0.768
374,3/15/2017,1.17452381,1.228333333,1.492,1.523,1.72,1.492,1.528,1.502,1.563,1.445,0.615
375,4/15/2017,1.215714286,1.24547619,1.611,1.621,1.777,1.523,1.586,1.558,1.639,1.51,0.651
376,5/15/2017,1.154285714,1.198333333,1.54,1.519,1.746,1.454,1.514,1.482,1.547,1.412,0.64
